date,ta,tb,tc
2021-04-30 13:00:00,9112,2626,2507
2021-04-30 14:00:00,8869,2604,2481
2021-04-30 15:00:00,9310,2832,2702
2021-04-30 16:00:00,8631,3278,3147
2021-04-30 17:00:00,7445,2681,2496
2021-04-30 18:00:00,8944,2936,2863
2021-04-30 19:00:00,7268,2321,2252
2021-04-30 20:00:00,7264,2523,2471
2021-04-30 21:00:00,6116,2063,2001
2021-04-30 22:00:00,4747,1719,1677
2021-04-30 23:00:00,3327,1212,1188
2021-05-01 00:00:00,1284,791,779
2021-05-01 01:00:00,336,333,329
2021-05-01 02:00:00,243,238,235
2021-05-01 03:00:00,160,158,157
2021-05-01 04:00:00,142,141,140
2021-05-01 05:00:00,265,255,255
2021-05-01 06:00:00,563,545,544
2021-05-01 07:00:00,915,874,872
2021-05-01 08:00:00,1345,1048,1021
2021-05-01 09:00:00,7339,2281,2203
2021-05-01 10:00:00,11111,3683,3585
2021-05-01 11:00:00,10869,3562,3464
2021-05-01 12:00:00,9348,2957,2879
2021-05-01 13:00:00,10332,2977,2911
2021-05-01 14:00:00,10574,3517,3416
2021-05-01 15:00:00,11338,3476,3386
2021-05-01 16:00:00,10052,3295,3200
2021-05-01 17:00:00,10227,3348,3246
2021-05-01 18:00:00,9829,2946,2836
2021-05-01 19:00:00,8296,2781,2729
2021-05-01 20:00:00,7750,2722,2677
2021-05-01 21:00:00,7665,2645,2599
2021-05-01 22:00:00,6504,2435,2393
2021-05-01 23:00:00,4598,1668,1624
2021-05-02 00:00:00,1789,1075,1061
2021-05-02 01:00:00,410,401,399
2021-05-02 02:00:00,276,272,264
2021-05-02 03:00:00,208,202,201
2021-05-02 04:00:00,164,163,163
2021-05-02 05:00:00,375,363,362
2021-05-02 06:00:00,898,881,881
2021-05-02 07:00:00,1345,1314,1311
2021-05-02 08:00:00,1769,1534,1514
2021-05-02 09:00:00,8516,2748,2639
2021-05-02 10:00:00,10597,3428,3329
2021-05-02 11:00:00,9730,2875,2807
2021-05-02 12:00:00,8305,2325,2277
2021-05-02 13:00:00,8177,2150,2077
2021-05-02 14:00:00,9241,2623,2527
2021-05-02 15:00:00,9342,2627,2524
2021-05-02 16:00:00,10027,3200,3114
2021-05-02 17:00:00,8560,2691,2597
2021-05-02 18:00:00,8783,2706,2651
2021-05-02 19:00:00,7445,2587,2533
2021-05-02 20:00:00,6538,2346,2313
2021-05-02 21:00:00,6423,2328,2282
2021-05-02 22:00:00,5768,1969,1935
2021-05-02 23:00:00,3724,1264,1237
2021-05-03 00:00:00,1819,917,911
2021-05-03 01:00:00,420,387,383
2021-05-03 02:00:00,263,257,257
2021-05-03 03:00:00,172,169,168
2021-05-03 04:00:00,190,186,186
2021-05-03 05:00:00,332,318,317
2021-05-03 06:00:00,831,816,814
2021-05-03 07:00:00,1297,1260,1256
2021-05-03 08:00:00,1802,1617,1601
2021-05-03 09:00:00,8834,2970,2845
2021-05-03 10:00:00,10729,3417,3322
2021-05-03 11:00:00,8778,2715,2621
2021-05-03 12:00:00,8611,2513,2454
2021-05-03 13:00:00,8816,2329,2238
2021-05-03 14:00:00,8672,2494,2396
2021-05-03 15:00:00,9041,2873,2773
2021-05-03 16:00:00,9423,2896,2780
2021-05-03 17:00:00,9216,2983,2872
2021-05-03 18:00:00,8634,2737,2657
2021-05-03 19:00:00,7127,2450,2336
2021-05-03 20:00:00,7068,2638,2588
2021-05-03 21:00:00,6424,2230,2192
2021-05-03 22:00:00,5705,1926,1889
2021-05-03 23:00:00,3799,1251,1217
2021-05-04 00:00:00,1468,890,876
2021-05-04 01:00:00,358,350,346
2021-05-04 02:00:00,236,229,224
2021-05-04 03:00:00,179,172,169
2021-05-04 04:00:00,145,143,143
2021-05-04 05:00:00,304,295,294
2021-05-04 06:00:00,660,647,642
2021-05-04 07:00:00,1247,1224,1220
2021-05-04 08:00:00,1644,1528,1500
2021-05-04 09:00:00,8668,3206,3086
2021-05-04 10:00:00,11000,3531,3421
2021-05-04 11:00:00,9652,2813,2685
2021-05-04 12:00:00,8097,2400,2335
2021-05-04 13:00:00,9554,2617,2523
2021-05-04 14:00:00,9522,2689,2596
2021-05-04 15:00:00,9665,2918,2840
2021-05-04 16:00:00,9886,2837,2736
2021-05-04 17:00:00,9264,2751,2677
2021-05-04 18:00:00,9583,2672,2611
2021-05-04 19:00:00,7600,2717,2672
2021-05-04 20:00:00,6689,2317,2269
2021-05-04 21:00:00,6282,2083,2036
2021-05-04 22:00:00,5907,1933,1896
2021-05-04 23:00:00,4410,1520,1496
2021-05-05 00:00:00,2129,982,973
2021-05-05 01:00:00,379,355,352
2021-05-05 02:00:00,217,202,199
2021-05-05 03:00:00,157,148,148
2021-05-05 04:00:00,132,131,131
2021-05-05 05:00:00,254,248,247
2021-05-05 06:00:00,664,650,649
2021-05-05 07:00:00,1125,1102,1101
2021-05-05 08:00:00,1544,1453,1439
2021-05-05 09:00:00,8896,3071,2949
2021-05-05 10:00:00,11177,3345,3240
2021-05-05 11:00:00,10460,3111,3014
2021-05-05 12:00:00,9171,2816,2742
2021-05-05 13:00:00,9780,2434,2331
2021-05-05 14:00:00,10066,2876,2735
2021-05-05 15:00:00,10316,3033,2918
2021-05-05 16:00:00,10232,2970,2847
2021-05-05 17:00:00,9769,3015,2922
2021-05-05 18:00:00,9713,2720,2655
2021-05-05 19:00:00,8365,2503,2442
2021-05-05 20:00:00,8462,2649,2613
2021-05-05 21:00:00,7502,2286,2245
2021-05-05 22:00:00,5496,2010,1978
2021-05-05 23:00:00,3721,1321,1296
2021-05-06 00:00:00,2080,798,788
2021-05-06 01:00:00,292,284,278
2021-05-06 02:00:00,221,209,209
2021-05-06 03:00:00,144,137,135
2021-05-06 04:00:00,134,132,130
2021-05-06 05:00:00,261,250,250
2021-05-06 06:00:00,646,632,631
2021-05-06 07:00:00,989,964,964
2021-05-06 08:00:00,1392,1342,1320
2021-05-06 09:00:00,9254,3146,3034
2021-05-06 10:00:00,11570,3613,3466
2021-05-06 11:00:00,10991,3199,3069
2021-05-06 12:00:00,9789,2677,2608
2021-05-06 13:00:00,11239,2796,2665
2021-05-06 14:00:00,10191,2793,2657
2021-05-06 15:00:00,10875,3134,2984
2021-05-06 16:00:00,10654,3157,2956
2021-05-06 17:00:00,10189,3176,3070
2021-05-06 18:00:00,9786,3031,2942
2021-05-06 19:00:00,8629,2568,2518
2021-05-06 20:00:00,8974,2818,2762
2021-05-06 21:00:00,8557,2466,2403
2021-05-06 22:00:00,6011,2231,2184
2021-05-06 23:00:00,4463,1510,1490
2021-05-07 00:00:00,1915,722,717
2021-05-07 01:00:00,289,283,279
2021-05-07 02:00:00,201,194,192
2021-05-07 03:00:00,155,147,136
2021-05-07 04:00:00,160,160,156
2021-05-07 05:00:00,290,278,274
2021-05-07 06:00:00,685,675,672
2021-05-07 07:00:00,1058,1041,1035
2021-05-07 08:00:00,1472,1409,1388
2021-05-07 09:00:00,9351,3047,2883
2021-05-07 10:00:00,11948,3390,3244
2021-05-07 11:00:00,11188,3152,3007
2021-05-07 12:00:00,9225,2742,2679
2021-05-07 13:00:00,9944,2582,2438
2021-05-07 14:00:00,10581,2777,2645
2021-05-07 15:00:00,10269,2709,2584
2021-05-07 16:00:00,9916,3209,3094
2021-05-07 17:00:00,9239,2846,2738
2021-05-07 18:00:00,10600,2944,2868
2021-05-07 19:00:00,9635,2980,2932
2021-05-07 20:00:00,9350,2709,2636
2021-05-07 21:00:00,8344,2577,2530
2021-05-07 22:00:00,5858,2195,2149
2021-05-07 23:00:00,3772,1299,1269
2021-05-08 00:00:00,1809,823,802
2021-05-08 01:00:00,323,315,302
2021-05-08 02:00:00,213,210,203
2021-05-08 03:00:00,178,170,161
2021-05-08 04:00:00,151,145,144
2021-05-08 05:00:00,325,322,321
2021-05-08 06:00:00,724,711,711
2021-05-08 07:00:00,1072,1049,1045
2021-05-08 08:00:00,1582,1523,1499
2021-05-08 09:00:00,10186,3481,3342
2021-05-08 10:00:00,12042,3544,3327
2021-05-08 11:00:00,18807,3027,2922
2021-05-08 12:00:00,16010,2613,2531
2021-05-08 13:00:00,11354,2778,2672
2021-05-08 14:00:00,10199,2735,2610
2021-05-08 15:00:00,10880,3207,3069
2021-05-08 16:00:00,9367,2941,2816
2021-05-08 17:00:00,9312,2909,2807
2021-05-08 18:00:00,9341,2829,2726
2021-05-08 19:00:00,8538,2495,2432
2021-05-08 20:00:00,8229,2583,2533
2021-05-08 21:00:00,8499,2413,2357
2021-05-08 22:00:00,6299,2160,2119
2021-05-08 23:00:00,5065,1530,1508
2021-05-09 00:00:00,2341,948,936
2021-05-09 01:00:00,354,335,331
2021-05-09 02:00:00,311,297,294
2021-05-09 03:00:00,195,190,189
2021-05-09 04:00:00,154,151,150
2021-05-09 05:00:00,309,297,296
2021-05-09 06:00:00,725,702,701
2021-05-09 07:00:00,1190,1131,1128
2021-05-09 08:00:00,1667,1567,1543
2021-05-09 09:00:00,8889,2838,2760
2021-05-09 10:00:00,11272,3317,3227
2021-05-09 11:00:00,10280,2934,2848
2021-05-09 12:00:00,8662,2449,2399
2021-05-09 13:00:00,10714,2628,2568
2021-05-09 14:00:00,9981,2804,2735
2021-05-09 15:00:00,11432,3620,3481
2021-05-09 16:00:00,10032,2951,2828
2021-05-09 17:00:00,9920,2779,2695
2021-05-09 18:00:00,9555,2675,2604
2021-05-09 19:00:00,8999,2559,2510
2021-05-09 20:00:00,8791,2753,2705
2021-05-09 21:00:00,7459,2418,2383
2021-05-09 22:00:00,5995,2294,2250
2021-05-09 23:00:00,3832,1411,1378
2021-05-10 00:00:00,1791,826,816
2021-05-10 01:00:00,341,328,323
2021-05-10 02:00:00,253,235,232
2021-05-10 03:00:00,171,166,166
2021-05-10 04:00:00,164,162,161
2021-05-10 05:00:00,273,264,264
2021-05-10 06:00:00,711,689,689
2021-05-10 07:00:00,1146,1118,1116
2021-05-10 08:00:00,1560,1493,1462
2021-05-10 09:00:00,9661,3307,3161
2021-05-10 10:00:00,12011,3407,3285
2021-05-10 11:00:00,10335,2906,2762
2021-05-10 12:00:00,9000,2689,2616
2021-05-10 13:00:00,10404,2597,2487
2021-05-10 14:00:00,10191,2856,2688
2021-05-10 15:00:00,10723,3072,2948
2021-05-10 16:00:00,10255,3236,3032
2021-05-10 17:00:00,9027,3006,2853
2021-05-10 18:00:00,10082,2897,2821
2021-05-10 19:00:00,9473,2784,2711
2021-05-10 20:00:00,34616,3344,3264
2021-05-10 21:00:00,29344,2602,2553
2021-05-10 22:00:00,5773,2119,2078
2021-05-10 23:00:00,4188,1298,1265
2021-05-11 00:00:00,1614,818,809
2021-05-11 01:00:00,410,396,390
2021-05-11 02:00:00,219,211,207
2021-05-11 03:00:00,160,154,154
2021-05-11 04:00:00,165,161,161
2021-05-11 05:00:00,307,302,300
2021-05-11 06:00:00,717,697,696
2021-05-11 07:00:00,1101,1073,1071
2021-05-11 08:00:00,1789,1653,1620
2021-05-11 09:00:00,9064,3026,2869
2021-05-11 10:00:00,11791,3526,3349
2021-05-11 11:00:00,11178,3534,3415
2021-05-11 12:00:00,8908,2773,2713
2021-05-11 13:00:00,10632,2652,2518
2021-05-11 14:00:00,9963,2728,2573
2021-05-11 15:00:00,10866,3292,3168
2021-05-11 16:00:00,10212,3187,3087
2021-05-11 17:00:00,8652,3061,2946
2021-05-11 18:00:00,9760,2851,2745
2021-05-11 19:00:00,9479,2600,2551
2021-05-11 20:00:00,9432,2839,2776
2021-05-11 21:00:00,8699,2838,2775
2021-05-11 22:00:00,5494,2176,2148
2021-05-11 23:00:00,4469,1429,1408
2021-05-12 00:00:00,1435,822,812
2021-05-12 01:00:00,369,358,349
2021-05-12 02:00:00,228,221,217
2021-05-12 03:00:00,152,148,147
2021-05-12 04:00:00,174,169,169
2021-05-12 05:00:00,369,357,355
2021-05-12 06:00:00,897,884,880
2021-05-12 07:00:00,1331,1311,1308
2021-05-12 08:00:00,1889,1809,1781
2021-05-12 09:00:00,19231,3302,3174
2021-05-12 10:00:00,14810,3296,3165
2021-05-12 11:00:00,10451,2960,2889
2021-05-12 12:00:00,8678,2732,2669
2021-05-12 13:00:00,15747,2677,2548
2021-05-12 14:00:00,9570,2648,2538
2021-05-12 15:00:00,10497,3378,3246
2021-05-12 16:00:00,9203,2910,2783
2021-05-12 17:00:00,8167,2682,2585
2021-05-12 18:00:00,10544,2733,2642
2021-05-12 19:00:00,9104,2602,2540
2021-05-12 20:00:00,9400,2599,2484
2021-05-12 21:00:00,8203,2436,2393
2021-05-12 22:00:00,5589,2124,2070
2021-05-12 23:00:00,3750,1258,1237
2021-05-13 00:00:00,1641,870,864
2021-05-13 01:00:00,345,333,327
2021-05-13 02:00:00,204,185,182
2021-05-13 03:00:00,180,170,167
2021-05-13 04:00:00,135,134,134
2021-05-13 05:00:00,287,284,284
2021-05-13 06:00:00,706,703,701
2021-05-13 07:00:00,1049,1034,1028
2021-05-13 08:00:00,1565,1446,1423
2021-05-13 09:00:00,8700,2825,2689
2021-05-13 10:00:00,11360,3525,3359
2021-05-13 11:00:00,10353,2966,2864
2021-05-13 12:00:00,8237,2277,2220
2021-05-13 13:00:00,10679,2544,2442
2021-05-13 14:00:00,9953,2599,2443
2021-05-13 15:00:00,10126,3567,3447
2021-05-13 16:00:00,9213,2720,2609
2021-05-13 17:00:00,8343,2769,2649
2021-05-13 18:00:00,10130,3063,2983
2021-05-13 19:00:00,8977,2510,2445
2021-05-13 20:00:00,9264,2595,2499
2021-05-13 21:00:00,8301,2524,2467
2021-05-13 22:00:00,5236,2024,1987
2021-05-13 23:00:00,3623,1351,1325
2021-05-14 00:00:00,1291,727,719
2021-05-14 01:00:00,360,352,349
2021-05-14 02:00:00,200,196,184
2021-05-14 03:00:00,226,223,222
2021-05-14 04:00:00,161,160,160
2021-05-14 05:00:00,293,284,281
2021-05-14 06:00:00,659,652,650
2021-05-14 07:00:00,956,941,940
2021-05-14 08:00:00,1454,1359,1335
2021-05-14 09:00:00,8386,2730,2610
2021-05-14 10:00:00,10802,3211,3105
2021-05-14 11:00:00,10077,2683,2540
2021-05-14 12:00:00,8322,2229,2167
2021-05-14 13:00:00,9408,2267,2158
2021-05-14 14:00:00,10504,2836,2689
2021-05-14 15:00:00,10401,3006,2899
2021-05-14 16:00:00,9110,2753,2627
2021-05-14 17:00:00,8325,2708,2601
2021-05-14 18:00:00,9623,2647,2574
2021-05-14 19:00:00,8618,2331,2282
2021-05-14 20:00:00,7961,2259,2210
2021-05-14 21:00:00,7007,2253,2196
2021-05-14 22:00:00,5242,1768,1735
2021-05-14 23:00:00,3805,1291,1264
2021-05-15 00:00:00,1391,800,789
2021-05-15 01:00:00,334,321,316
2021-05-15 02:00:00,262,249,244
2021-05-15 03:00:00,175,167,159
2021-05-15 04:00:00,170,162,161
2021-05-15 05:00:00,249,242,241
2021-05-15 06:00:00,567,557,556
2021-05-15 07:00:00,952,937,935
2021-05-15 08:00:00,1418,1323,1309
2021-05-15 09:00:00,7963,2513,2414
2021-05-15 10:00:00,10370,3065,2966
2021-05-15 11:00:00,10466,2672,2574
2021-05-15 12:00:00,8349,2147,2094
2021-05-15 13:00:00,8825,2214,2128
2021-05-15 14:00:00,9254,2519,2429
2021-05-15 15:00:00,10438,3027,2899
2021-05-15 16:00:00,9319,2638,2529
2021-05-15 17:00:00,8398,2556,2453
2021-05-15 18:00:00,9276,2445,2382
2021-05-15 19:00:00,8073,2260,2217
2021-05-15 20:00:00,7732,2224,2114
2021-05-15 21:00:00,7210,2294,2256
2021-05-15 22:00:00,5635,1828,1805
2021-05-15 23:00:00,4050,1308,1283
2021-05-16 00:00:00,1844,934,927
2021-05-16 01:00:00,405,398,394
2021-05-16 02:00:00,275,268,262
2021-05-16 03:00:00,189,180,179
2021-05-16 04:00:00,154,153,153
2021-05-16 05:00:00,221,215,214
2021-05-16 06:00:00,574,559,558
2021-05-16 07:00:00,918,892,887
2021-05-16 08:00:00,1551,1304,1283
2021-05-16 09:00:00,8055,2573,2501
2021-05-16 10:00:00,10247,3057,2965
2021-05-16 11:00:00,9383,2784,2714
2021-05-16 12:00:00,8656,2303,2250
2021-05-16 13:00:00,9404,2396,2310
2021-05-16 14:00:00,10775,2902,2825
2021-05-16 15:00:00,9909,2778,2691
2021-05-16 16:00:00,9482,2845,2754
2021-05-16 17:00:00,8462,2691,2583
2021-05-16 18:00:00,9360,2542,2475
2021-05-16 19:00:00,8563,2307,2215
2021-05-16 20:00:00,8255,2239,2192
2021-05-16 21:00:00,7592,2159,2114
2021-05-16 22:00:00,5374,1889,1852
2021-05-16 23:00:00,3456,1331,1319
2021-05-17 00:00:00,1909,823,808
2021-05-17 01:00:00,335,330,325
2021-05-17 02:00:00,222,220,214
2021-05-17 03:00:00,162,161,159
2021-05-17 04:00:00,146,144,144
2021-05-17 05:00:00,316,309,309
2021-05-17 06:00:00,713,700,700
2021-05-17 07:00:00,1016,1001,1000
2021-05-17 08:00:00,1537,1401,1382
2021-05-17 09:00:00,8694,2810,2677
2021-05-17 10:00:00,10805,3259,3135
2021-05-17 11:00:00,9937,2934,2792
2021-05-17 12:00:00,8626,2509,2444
2021-05-17 13:00:00,10894,2491,2368
2021-05-17 14:00:00,10536,2661,2526
2021-05-17 15:00:00,9925,2979,2842
2021-05-17 16:00:00,9872,2903,2775
2021-05-17 17:00:00,8872,3221,3090
2021-05-17 18:00:00,9990,2662,2596
2021-05-17 19:00:00,9574,2627,2570
2021-05-17 20:00:00,8951,2511,2430
2021-05-17 21:00:00,8244,2451,2414
2021-05-17 22:00:00,5241,1992,1951
2021-05-17 23:00:00,3976,1254,1236
2021-05-18 00:00:00,1901,802,797
2021-05-18 01:00:00,361,354,351
2021-05-18 02:00:00,245,234,231
2021-05-18 03:00:00,166,162,162
2021-05-18 04:00:00,186,186,185
2021-05-18 05:00:00,289,281,280
2021-05-18 06:00:00,681,668,665
2021-05-18 07:00:00,992,974,971
2021-05-18 08:00:00,1358,1289,1267
2021-05-18 09:00:00,9287,2828,2673
2021-05-18 10:00:00,13808,3913,3723
2021-05-18 11:00:00,13689,3727,3582
2021-05-18 12:00:00,12042,3291,3198
2021-05-18 13:00:00,13060,3148,2999
2021-05-18 14:00:00,13177,3541,3316
2021-05-18 15:00:00,12636,3643,3493
2021-05-18 16:00:00,12554,3976,3836
2021-05-18 17:00:00,10663,3309,3211
2021-05-18 18:00:00,11564,3357,3219
2021-05-18 19:00:00,10899,3136,3057
2021-05-18 20:00:00,11348,3306,3256
2021-05-18 21:00:00,10537,3378,3316
2021-05-18 22:00:00,8023,2727,2699
2021-05-18 23:00:00,6196,1798,1771
2021-05-19 00:00:00,2328,1059,1048
2021-05-19 01:00:00,453,443,438
2021-05-19 02:00:00,278,273,270
2021-05-19 03:00:00,219,216,216
2021-05-19 04:00:00,195,195,195
2021-05-19 05:00:00,386,376,376
2021-05-19 06:00:00,858,845,845
2021-05-19 07:00:00,1264,1245,1240
2021-05-19 08:00:00,1818,1775,1738
2021-05-19 09:00:00,10945,3083,2941
2021-05-19 10:00:00,13507,3618,3424
2021-05-19 11:00:00,12294,3173,3027
2021-05-19 12:00:00,11557,2922,2836
2021-05-19 13:00:00,12915,3336,3218
2021-05-19 14:00:00,20972,3165,3025
2021-05-19 15:00:00,19024,3054,2914
2021-05-19 16:00:00,14769,3203,3054
2021-05-19 17:00:00,10381,3274,3123
2021-05-19 18:00:00,10949,2911,2829
2021-05-19 19:00:00,9755,2728,2663
2021-05-19 20:00:00,10299,3146,3042
2021-05-19 21:00:00,9939,2857,2815
2021-05-19 22:00:00,7454,2648,2604
2021-05-19 23:00:00,4935,1492,1474
2021-05-20 00:00:00,2130,1014,1003
2021-05-20 01:00:00,441,428,421
2021-05-20 02:00:00,313,303,300
2021-05-20 03:00:00,314,305,298
2021-05-20 04:00:00,181,180,179
2021-05-20 05:00:00,367,357,357
2021-05-20 06:00:00,800,786,785
2021-05-20 07:00:00,1229,1207,1203
2021-05-20 08:00:00,1628,1585,1547
2021-05-20 09:00:00,10560,3254,3094
2021-05-20 10:00:00,11740,3342,3163
2021-05-20 11:00:00,11315,3140,3018
2021-05-20 12:00:00,9779,2721,2651
2021-05-20 13:00:00,12077,2749,2635
2021-05-20 14:00:00,11487,3238,3079
2021-05-20 15:00:00,12233,3799,3655
2021-05-20 16:00:00,10115,3218,3087
2021-05-20 17:00:00,9719,2960,2853
2021-05-20 18:00:00,10974,3017,2929
2021-05-20 19:00:00,9599,2701,2592
2021-05-20 20:00:00,9377,2726,2679
2021-05-20 21:00:00,9055,2630,2580
2021-05-20 22:00:00,6954,2355,2317
2021-05-20 23:00:00,4768,1566,1545
2021-05-21 00:00:00,2501,1046,1033
2021-05-21 01:00:00,391,356,355
2021-05-21 02:00:00,235,201,198
2021-05-21 03:00:00,321,280,278
2021-05-21 04:00:00,180,179,177
2021-05-21 05:00:00,401,365,363
2021-05-21 06:00:00,940,883,881
2021-05-21 07:00:00,1317,1277,1272
2021-05-21 08:00:00,1843,1778,1746
2021-05-21 09:00:00,9879,3155,3003
2021-05-21 10:00:00,11776,3382,3242
2021-05-21 11:00:00,10896,3034,2929
2021-05-21 12:00:00,9187,2629,2545
2021-05-21 13:00:00,10269,2611,2489
2021-05-21 14:00:00,11256,3376,3268
2021-05-21 15:00:00,11108,3426,3285
2021-05-21 16:00:00,10224,3401,3293
2021-05-21 17:00:00,9033,3011,2891
2021-05-21 18:00:00,10168,3151,3070
2021-05-21 19:00:00,8842,2613,2534
2021-05-21 20:00:00,8186,2517,2430
2021-05-21 21:00:00,7600,2392,2345
2021-05-21 22:00:00,6087,2017,1977
2021-05-21 23:00:00,3876,1297,1281
2021-05-22 00:00:00,1822,889,877
2021-05-22 01:00:00,411,401,397
2021-05-22 02:00:00,294,288,288
2021-05-22 03:00:00,223,218,217
2021-05-22 04:00:00,175,171,170
2021-05-22 05:00:00,362,358,355
2021-05-22 06:00:00,704,696,695
2021-05-22 07:00:00,1082,1064,1060
2021-05-22 08:00:00,1649,1443,1422
2021-05-22 09:00:00,8610,2635,2541
2021-05-22 10:00:00,10791,3075,2996
2021-05-22 11:00:00,9894,2783,2669
2021-05-22 12:00:00,8381,2340,2297
2021-05-22 13:00:00,10871,2781,2697
2021-05-22 14:00:00,10963,2635,2541
2021-05-22 15:00:00,10135,3025,2864
2021-05-22 16:00:00,9396,2894,2753
2021-05-22 17:00:00,8779,2849,2733
2021-05-22 18:00:00,10054,3355,3264
2021-05-22 19:00:00,8618,2321,2248
2021-05-22 20:00:00,8222,2384,2349
2021-05-22 21:00:00,7606,2247,2206
2021-05-22 22:00:00,5598,1942,1902
2021-05-22 23:00:00,3496,1257,1231
2021-05-23 00:00:00,2250,906,895
2021-05-23 01:00:00,393,387,386
2021-05-23 02:00:00,273,265,263
2021-05-23 03:00:00,193,190,189
2021-05-23 04:00:00,195,193,193
2021-05-23 05:00:00,296,295,294
2021-05-23 06:00:00,573,570,569
2021-05-23 07:00:00,952,942,942
2021-05-23 08:00:00,1372,1319,1301
2021-05-23 09:00:00,8570,2727,2626
2021-05-23 10:00:00,11071,3068,2948
2021-05-23 11:00:00,9285,2645,2538
2021-05-23 12:00:00,8733,2448,2373
2021-05-23 13:00:00,9803,2307,2216
2021-05-23 14:00:00,10719,2493,2410
2021-05-23 15:00:00,10526,3223,3119
2021-05-23 16:00:00,10184,3121,3004
2021-05-23 17:00:00,10246,2935,2837
2021-05-23 18:00:00,9547,2689,2604
2021-05-23 19:00:00,7790,2364,2291
2021-05-23 20:00:00,7448,2176,2107
2021-05-23 21:00:00,6888,2098,2033
2021-05-23 22:00:00,5777,1869,1828
2021-05-23 23:00:00,4171,1243,1217
2021-05-24 00:00:00,1587,809,795
2021-05-24 01:00:00,356,352,342
2021-05-24 02:00:00,180,175,172
2021-05-24 03:00:00,267,259,258
2021-05-24 04:00:00,146,144,144
2021-05-24 05:00:00,296,293,291
2021-05-24 06:00:00,674,668,666
2021-05-24 07:00:00,981,970,963
2021-05-24 08:00:00,1485,1428,1391
2021-05-24 09:00:00,9073,2846,2723
2021-05-24 10:00:00,11324,3323,3110
2021-05-24 11:00:00,9960,2827,2717
2021-05-24 12:00:00,8728,2410,2348
2021-05-24 13:00:00,10235,2549,2413
2021-05-24 14:00:00,10619,2644,2502
2021-05-24 15:00:00,10580,3226,3065
2021-05-24 16:00:00,9588,2894,2748
2021-05-24 17:00:00,9251,3070,2949
2021-05-24 18:00:00,10676,2837,2739
2021-05-24 19:00:00,9038,2431,2354
2021-05-24 20:00:00,9141,2688,2612
2021-05-24 21:00:00,8275,2370,2305
2021-05-24 22:00:00,6355,2144,2102
2021-05-24 23:00:00,3973,1253,1198
2021-05-25 00:00:00,1654,813,786
2021-05-25 01:00:00,351,350,338
2021-05-25 02:00:00,188,185,172
2021-05-25 03:00:00,206,204,200
2021-05-25 04:00:00,273,270,270
2021-05-25 05:00:00,338,334,333
2021-05-25 06:00:00,630,627,626
2021-05-25 07:00:00,1058,1049,1043
2021-05-25 08:00:00,1467,1373,1340
2021-05-25 09:00:00,9370,2926,2765
2021-05-25 10:00:00,12210,3449,3290
2021-05-25 11:00:00,10784,2955,2838
2021-05-25 12:00:00,9699,2665,2560
2021-05-25 13:00:00,10790,2743,2602
2021-05-25 14:00:00,10343,2720,2554
2021-05-25 15:00:00,9959,2977,2796
2021-05-25 16:00:00,10314,3402,3232
2021-05-25 17:00:00,9109,3017,2861
2021-05-25 18:00:00,10819,2963,2823
2021-05-25 19:00:00,9623,2690,2614
2021-05-25 20:00:00,9951,2870,2794
2021-05-25 21:00:00,8237,2585,2515
2021-05-25 22:00:00,6836,2147,2058
2021-05-25 23:00:00,4865,1366,1302
2021-05-26 00:00:00,1748,846,818
2021-05-26 01:00:00,341,335,325
2021-05-26 02:00:00,197,190,182
2021-05-26 03:00:00,145,140,127
2021-05-26 04:00:00,251,246,246
2021-05-26 05:00:00,336,333,328
2021-05-26 06:00:00,682,673,668
2021-05-26 07:00:00,1050,1035,1028
2021-05-26 08:00:00,1543,1408,1372
2021-05-26 09:00:00,9164,2662,2526
2021-05-26 10:00:00,11369,3195,3082
2021-05-26 11:00:00,10278,2557,2452
2021-05-26 12:00:00,9497,2476,2395
2021-05-26 13:00:00,10219,2947,2809
2021-05-26 14:00:00,10714,2895,2757
2021-05-26 15:00:00,9938,3117,2984
2021-05-26 16:00:00,16275,2669,2563
2021-05-26 17:00:00,16743,2571,2462
2021-05-26 18:00:00,10884,2859,2780
2021-05-26 19:00:00,9564,2581,2511
2021-05-26 20:00:00,9042,2759,2693
2021-05-26 21:00:00,8343,2408,2352
2021-05-26 22:00:00,5881,2048,2002
2021-05-26 23:00:00,4220,1207,1174
2021-05-27 00:00:00,1666,754,733
2021-05-27 01:00:00,359,350,338
2021-05-27 02:00:00,201,196,194
2021-05-27 03:00:00,134,127,124
2021-05-27 04:00:00,132,125,123
2021-05-27 05:00:00,440,429,422
2021-05-27 06:00:00,763,735,732
2021-05-27 07:00:00,967,955,950
2021-05-27 08:00:00,1522,1459,1412
2021-05-27 09:00:00,8678,2627,2512
2021-05-27 10:00:00,10636,3006,2899
2021-05-27 11:00:00,9583,2627,2509
2021-05-27 12:00:00,8779,2496,2415
2021-05-27 13:00:00,9380,2418,2343
2021-05-27 14:00:00,11115,3319,3226
2021-05-27 15:00:00,9701,2702,2611
2021-05-27 16:00:00,8923,2645,2547
2021-05-27 17:00:00,8287,2738,2642
2021-05-27 18:00:00,9984,2733,2674
2021-05-27 19:00:00,9481,2528,2476
2021-05-27 20:00:00,8889,2528,2484
2021-05-27 21:00:00,8271,2472,2423
2021-05-27 22:00:00,6406,2021,1977
2021-05-27 23:00:00,4335,1217,1193
2021-05-28 00:00:00,1294,758,740
2021-05-28 01:00:00,289,273,265
