date,ta,tb,tc
2021-02-25 18:00:00,8807,3524,3445
2021-02-25 19:00:00,8220,3411,3341
2021-02-25 20:00:00,8031,3582,3493
2021-02-25 21:00:00,6660,3123,3079
2021-02-25 22:00:00,4816,2404,2373
2021-02-25 23:00:00,3870,1691,1667
2021-02-26 00:00:00,1230,825,815
2021-02-26 01:00:00,323,322,316
2021-02-26 02:00:00,132,131,128
2021-02-26 03:00:00,128,125,124
2021-02-26 04:00:00,127,122,122
2021-02-26 05:00:00,174,174,174
2021-02-26 06:00:00,387,386,385
2021-02-26 07:00:00,977,970,969
2021-02-26 08:00:00,1734,1566,1546
2021-02-26 09:00:00,7984,3083,2962
2021-02-26 10:00:00,8811,3717,3608
2021-02-26 11:00:00,8378,3442,3344
2021-02-26 12:00:00,7200,3089,3026
2021-02-26 13:00:00,8178,2997,2911
2021-02-26 14:00:00,8480,3357,3265
2021-02-26 15:00:00,8434,3591,3476
2021-02-26 16:00:00,8627,3808,3672
2021-02-26 17:00:00,7996,3548,3438
2021-02-26 18:00:00,7121,3233,3177
2021-02-26 19:00:00,6245,3114,3060
2021-02-26 20:00:00,5937,2968,2927
2021-02-26 21:00:00,5530,2621,2587
2021-02-26 22:00:00,4162,2181,2147
2021-02-26 23:00:00,3821,1788,1752
2021-02-27 00:00:00,1103,852,848
2021-02-27 01:00:00,438,436,435
2021-02-27 02:00:00,191,190,188
2021-02-27 03:00:00,127,126,125
2021-02-27 04:00:00,89,89,88
2021-02-27 05:00:00,153,153,152
2021-02-27 06:00:00,342,342,342
2021-02-27 07:00:00,902,878,877
2021-02-27 08:00:00,1787,1392,1368
2021-02-27 09:00:00,7347,2957,2881
2021-02-27 10:00:00,9327,3594,3480
2021-02-27 11:00:00,9546,3618,3529
2021-02-27 12:00:00,7432,2813,2751
2021-02-27 13:00:00,7952,2876,2785
2021-02-27 14:00:00,9116,3315,3205
2021-02-27 15:00:00,8879,4061,3954
2021-02-27 16:00:00,9221,3605,3509
2021-02-27 17:00:00,8388,3579,3454
2021-02-27 18:00:00,7949,3132,3060
2021-02-27 19:00:00,7383,3091,3041
2021-02-27 20:00:00,10197,3811,3742
2021-02-27 21:00:00,7609,2962,2912
2021-02-27 22:00:00,5756,2859,2804
2021-02-27 23:00:00,4531,1872,1850
2021-02-28 00:00:00,1238,865,853
2021-02-28 01:00:00,364,362,355
2021-02-28 02:00:00,193,193,191
2021-02-28 03:00:00,135,135,133
2021-02-28 04:00:00,109,109,109
2021-02-28 05:00:00,180,180,180
2021-02-28 06:00:00,379,378,378
2021-02-28 07:00:00,786,782,782
2021-02-28 08:00:00,1645,1463,1445
2021-02-28 09:00:00,8724,3456,3334
2021-02-28 10:00:00,10104,3717,3613
2021-02-28 11:00:00,10021,3539,3453
2021-02-28 12:00:00,8203,3037,2973
2021-02-28 13:00:00,9552,3364,3243
2021-02-28 14:00:00,9369,3557,3460
2021-02-28 15:00:00,9233,3564,3458
2021-02-28 16:00:00,9524,4005,3896
2021-02-28 17:00:00,10667,3710,3614
2021-02-28 18:00:00,8663,3365,3284
2021-02-28 19:00:00,8387,3878,3816
2021-02-28 20:00:00,8039,3432,3368
2021-02-28 21:00:00,7091,3055,3000
2021-02-28 22:00:00,4560,2477,2431
2021-02-28 23:00:00,3933,1587,1555
2021-03-01 00:00:00,1692,894,870
2021-03-01 01:00:00,297,294,283
2021-03-01 02:00:00,153,152,146
2021-03-01 03:00:00,118,118,114
2021-03-01 04:00:00,113,110,109
2021-03-01 05:00:00,147,147,147
2021-03-01 06:00:00,392,391,390
2021-03-01 07:00:00,869,866,866
2021-03-01 08:00:00,1796,1484,1452
2021-03-01 09:00:00,8257,3346,3197
2021-03-01 10:00:00,9832,3733,3597
2021-03-01 11:00:00,9017,3644,3533
2021-03-01 12:00:00,7328,3243,3172
2021-03-01 13:00:00,7913,3067,2906
2021-03-01 14:00:00,8877,3358,3211
2021-03-01 15:00:00,8701,3574,3427
2021-03-01 16:00:00,9528,4370,4197
2021-03-01 17:00:00,9372,3590,3474
2021-03-01 18:00:00,8586,3601,3500
2021-03-01 19:00:00,7811,3357,3293
2021-03-01 20:00:00,8008,3464,3411
2021-03-01 21:00:00,6829,3384,3330
2021-03-01 22:00:00,4744,2332,2309
2021-03-01 23:00:00,4096,1719,1693
2021-03-02 00:00:00,1209,780,768
2021-03-02 01:00:00,265,264,260
2021-03-02 02:00:00,123,123,118
2021-03-02 03:00:00,210,210,209
2021-03-02 04:00:00,109,109,107
2021-03-02 05:00:00,140,139,138
2021-03-02 06:00:00,466,461,461
2021-03-02 07:00:00,893,886,886
2021-03-02 08:00:00,1617,1369,1347
2021-03-02 09:00:00,7796,3253,3109
2021-03-02 10:00:00,9665,3989,3865
2021-03-02 11:00:00,8749,3458,3353
2021-03-02 12:00:00,7785,3296,3217
2021-03-02 13:00:00,8638,3174,3045
2021-03-02 14:00:00,9010,3526,3370
2021-03-02 15:00:00,8401,3669,3537
2021-03-02 16:00:00,8176,3570,3413
2021-03-02 17:00:00,8933,3914,3770
2021-03-02 18:00:00,8319,3503,3417
2021-03-02 19:00:00,7914,3548,3460
2021-03-02 20:00:00,8274,3729,3648
2021-03-02 21:00:00,7798,3284,3231
2021-03-02 22:00:00,5703,2887,2832
2021-03-02 23:00:00,3711,1635,1607
2021-03-03 00:00:00,1220,924,910
2021-03-03 01:00:00,266,263,256
2021-03-03 02:00:00,159,159,156
2021-03-03 03:00:00,102,102,101
2021-03-03 04:00:00,88,88,88
2021-03-03 05:00:00,120,119,118
2021-03-03 06:00:00,405,400,399
2021-03-03 07:00:00,946,943,943
2021-03-03 08:00:00,1523,1386,1361
2021-03-03 09:00:00,7743,2997,2890
2021-03-03 10:00:00,14204,5476,5297
2021-03-03 11:00:00,16517,5828,5713
2021-03-03 12:00:00,15591,5418,5336
2021-03-03 13:00:00,16074,5853,5714
2021-03-03 14:00:00,17902,6354,6205
2021-03-03 15:00:00,16743,6279,6119
2021-03-03 16:00:00,16525,6925,6677
2021-03-03 17:00:00,15244,5928,5705
2021-03-03 18:00:00,15099,5753,5592
2021-03-03 19:00:00,14994,5997,5910
2021-03-03 20:00:00,15515,6213,6089
2021-03-03 21:00:00,14565,5783,5676
2021-03-03 22:00:00,9848,4452,4388
2021-03-03 23:00:00,6340,2810,2753
2021-03-04 00:00:00,3226,1582,1562
2021-03-04 01:00:00,692,512,505
2021-03-04 02:00:00,308,250,250
2021-03-04 03:00:00,161,160,158
2021-03-04 04:00:00,113,113,113
2021-03-04 05:00:00,242,237,237
2021-03-04 06:00:00,695,695,695
2021-03-04 07:00:00,1339,1336,1336
2021-03-04 08:00:00,2299,2144,2105
2021-03-04 09:00:00,13236,4556,4405
2021-03-04 10:00:00,16185,5150,4993
2021-03-04 11:00:00,14970,4559,4370
2021-03-04 12:00:00,13195,4500,4402
2021-03-04 13:00:00,14323,4368,4244
2021-03-04 14:00:00,15895,5158,4985
2021-03-04 15:00:00,14312,5152,4906
2021-03-04 16:00:00,15038,5255,4879
2021-03-04 17:00:00,11959,4678,4489
2021-03-04 18:00:00,13532,4781,4653
2021-03-04 19:00:00,12832,4784,4697
2021-03-04 20:00:00,13342,5310,5198
2021-03-04 21:00:00,12040,4739,4676
2021-03-04 22:00:00,8224,3588,3538
2021-03-04 23:00:00,5229,2272,2229
2021-03-05 00:00:00,1927,1358,1330
2021-03-05 01:00:00,489,489,482
2021-03-05 02:00:00,258,258,251
2021-03-05 03:00:00,179,177,175
2021-03-05 04:00:00,160,160,160
2021-03-05 05:00:00,225,225,225
2021-03-05 06:00:00,693,692,692
2021-03-05 07:00:00,1266,1251,1250
2021-03-05 08:00:00,2211,1937,1897
2021-03-05 09:00:00,12912,4719,4501
2021-03-05 10:00:00,14465,4862,4725
2021-03-05 11:00:00,13851,4450,4325
2021-03-05 12:00:00,11943,4339,4242
2021-03-05 13:00:00,12803,4381,4205
2021-03-05 14:00:00,13360,4634,4464
2021-03-05 15:00:00,12782,4731,4558
2021-03-05 16:00:00,13334,4882,4699
2021-03-05 17:00:00,11275,4605,4434
2021-03-05 18:00:00,12469,4776,4674
2021-03-05 19:00:00,10809,4435,4314
2021-03-05 20:00:00,11267,4626,4528
2021-03-05 21:00:00,10921,4395,4285
2021-03-05 22:00:00,7192,3440,3357
2021-03-05 23:00:00,5357,2387,2327
2021-03-06 00:00:00,1838,1181,1160
2021-03-06 01:00:00,440,440,433
2021-03-06 02:00:00,185,182,178
2021-03-06 03:00:00,147,147,145
2021-03-06 04:00:00,115,115,111
2021-03-06 05:00:00,207,207,206
2021-03-06 06:00:00,508,506,506
2021-03-06 07:00:00,1121,1116,1112
2021-03-06 08:00:00,2029,1878,1854
2021-03-06 09:00:00,11102,4250,4106
2021-03-06 10:00:00,13750,4934,4770
2021-03-06 11:00:00,13425,4442,4322
2021-03-06 12:00:00,10810,3815,3743
2021-03-06 13:00:00,12084,3887,3706
2021-03-06 14:00:00,12703,4267,4108
2021-03-06 15:00:00,12480,4828,4712
2021-03-06 16:00:00,12508,4976,4825
2021-03-06 17:00:00,12424,4553,4423
2021-03-06 18:00:00,10782,4036,3917
2021-03-06 19:00:00,11075,4168,4078
2021-03-06 20:00:00,10893,4146,4066
2021-03-06 21:00:00,10475,4154,4061
2021-03-06 22:00:00,6330,2987,2928
2021-03-06 23:00:00,4657,2015,1968
2021-03-07 00:00:00,2219,1247,1216
2021-03-07 01:00:00,517,517,509
2021-03-07 02:00:00,237,237,219
2021-03-07 03:00:00,138,138,135
2021-03-07 04:00:00,115,115,114
2021-03-07 05:00:00,157,157,157
2021-03-07 06:00:00,436,436,434
2021-03-07 07:00:00,1046,1045,1041
2021-03-07 08:00:00,2031,1852,1822
2021-03-07 09:00:00,9918,3629,3481
2021-03-07 10:00:00,12772,4245,4148
2021-03-07 11:00:00,12348,4197,4075
2021-03-07 12:00:00,10798,3778,3699
2021-03-07 13:00:00,11485,3731,3622
2021-03-07 14:00:00,12807,4186,4046
2021-03-07 15:00:00,13010,4484,4368
2021-03-07 16:00:00,12411,4571,4428
2021-03-07 17:00:00,11905,4345,4243
2021-03-07 18:00:00,11617,4350,4252
2021-03-07 19:00:00,10656,4021,3936
2021-03-07 20:00:00,11071,4314,4261
2021-03-07 21:00:00,11077,3867,3796
2021-03-07 22:00:00,5931,2911,2864
2021-03-07 23:00:00,4657,2105,2071
2021-03-08 00:00:00,2332,1137,1121
2021-03-08 01:00:00,437,437,429
2021-03-08 02:00:00,196,196,192
2021-03-08 03:00:00,135,135,132
2021-03-08 04:00:00,87,87,87
2021-03-08 05:00:00,174,174,173
2021-03-08 06:00:00,578,578,577
2021-03-08 07:00:00,1166,1160,1160
2021-03-08 08:00:00,1967,1812,1770
2021-03-08 09:00:00,10965,4069,3907
2021-03-08 10:00:00,13683,4324,4135
2021-03-08 11:00:00,12854,4245,4060
2021-03-08 12:00:00,10397,3814,3714
2021-03-08 13:00:00,12650,3681,3539
2021-03-08 14:00:00,13312,4218,4052
2021-03-08 15:00:00,12299,4626,4470
2021-03-08 16:00:00,13053,4863,4727
2021-03-08 17:00:00,12996,5207,5040
2021-03-08 18:00:00,12498,4949,4802
2021-03-08 19:00:00,11427,4852,4777
2021-03-08 20:00:00,11747,4693,4612
2021-03-08 21:00:00,12579,4672,4621
2021-03-08 22:00:00,8153,4079,4021
2021-03-08 23:00:00,5142,2381,2335
2021-03-09 00:00:00,2864,1322,1303
2021-03-09 01:00:00,444,444,441
2021-03-09 02:00:00,205,205,200
2021-03-09 03:00:00,120,120,118
2021-03-09 04:00:00,114,114,110
2021-03-09 05:00:00,214,214,212
2021-03-09 06:00:00,770,770,769
2021-03-09 07:00:00,1366,1358,1358
2021-03-09 08:00:00,2365,2113,2087
2021-03-09 09:00:00,10921,4129,3988
2021-03-09 10:00:00,13183,4840,4657
2021-03-09 11:00:00,12542,4544,4407
2021-03-09 12:00:00,10114,3962,3874
2021-03-09 13:00:00,11431,3927,3762
2021-03-09 14:00:00,12675,4613,4407
2021-03-09 15:00:00,12047,4877,4589
2021-03-09 16:00:00,11233,4508,4301
2021-03-09 17:00:00,11980,5771,4446
2021-03-09 18:00:00,11788,4399,4297
2021-03-09 19:00:00,10574,4380,4284
2021-03-09 20:00:00,10970,4673,4575
2021-03-09 21:00:00,10396,4218,4134
2021-03-09 22:00:00,7049,3247,3214
2021-03-09 23:00:00,4157,2006,1965
2021-03-10 00:00:00,1344,888,876
2021-03-10 01:00:00,369,368,364
2021-03-10 02:00:00,164,164,161
2021-03-10 03:00:00,136,136,134
2021-03-10 04:00:00,114,114,114
2021-03-10 05:00:00,200,200,200
2021-03-10 06:00:00,586,584,583
2021-03-10 07:00:00,1177,1173,1168
2021-03-10 08:00:00,2138,2000,1963
2021-03-10 09:00:00,10239,3898,3767
2021-03-10 10:00:00,12536,4400,4273
2021-03-10 11:00:00,11153,4128,3953
2021-03-10 12:00:00,10173,3852,3754
2021-03-10 13:00:00,11290,3773,3639
2021-03-10 14:00:00,11004,4253,4081
2021-03-10 15:00:00,17084,4079,3928
2021-03-10 16:00:00,10939,4395,4220
2021-03-10 17:00:00,10871,4825,4691
2021-03-10 18:00:00,10737,4177,4065
2021-03-10 19:00:00,10548,4030,3957
2021-03-10 20:00:00,10821,4095,4028
2021-03-10 21:00:00,10386,4076,4008
2021-03-10 22:00:00,6313,2971,2910
2021-03-10 23:00:00,4153,2039,2007
2021-03-11 00:00:00,1560,1041,1032
2021-03-11 01:00:00,396,393,388
2021-03-11 02:00:00,179,179,175
2021-03-11 03:00:00,96,96,95
2021-03-11 04:00:00,95,95,95
2021-03-11 05:00:00,165,165,164
2021-03-11 06:00:00,561,560,559
2021-03-11 07:00:00,1087,1087,1086
2021-03-11 08:00:00,2029,1800,1778
2021-03-11 09:00:00,10124,4096,3957
2021-03-11 10:00:00,11183,4031,3816
2021-03-11 11:00:00,10766,3667,3543
2021-03-11 12:00:00,9558,3593,3518
2021-03-11 13:00:00,11052,3880,3749
2021-03-11 14:00:00,11376,3938,3827
2021-03-11 15:00:00,10575,4072,3879
2021-03-11 16:00:00,10629,4074,3947
2021-03-11 17:00:00,9926,4044,3924
2021-03-11 18:00:00,10103,3934,3849
2021-03-11 19:00:00,10244,3753,3670
2021-03-11 20:00:00,10819,4273,4194
2021-03-11 21:00:00,10400,4104,4041
2021-03-11 22:00:00,6407,2949,2906
2021-03-11 23:00:00,4014,1836,1808
2021-03-12 00:00:00,1255,811,805
2021-03-12 01:00:00,308,307,306
2021-03-12 02:00:00,168,167,167
2021-03-12 03:00:00,112,111,110
2021-03-12 04:00:00,100,100,100
2021-03-12 05:00:00,158,158,157
2021-03-12 06:00:00,552,549,549
2021-03-12 07:00:00,1134,1131,1129
2021-03-12 08:00:00,2021,1765,1736
2021-03-12 09:00:00,10003,3608,3446
2021-03-12 10:00:00,11927,4064,3946
2021-03-12 11:00:00,11227,4208,4085
2021-03-12 12:00:00,9116,3428,3368
2021-03-12 13:00:00,10604,3525,3405
2021-03-12 14:00:00,11141,3945,3790
2021-03-12 15:00:00,12355,4394,4221
2021-03-12 16:00:00,11112,4254,4094
2021-03-12 17:00:00,10308,4590,4423
2021-03-12 18:00:00,9976,4110,3978
2021-03-12 19:00:00,9261,3873,3761
2021-03-12 20:00:00,9497,3937,3867
2021-03-12 21:00:00,9017,3731,3674
2021-03-12 22:00:00,6361,2962,2923
2021-03-12 23:00:00,3912,1885,1860
2021-03-13 00:00:00,1247,873,871
2021-03-13 01:00:00,370,368,367
2021-03-13 02:00:00,210,210,209
2021-03-13 03:00:00,120,120,119
2021-03-13 04:00:00,96,96,95
2021-03-13 05:00:00,177,177,177
2021-03-13 06:00:00,451,449,448
2021-03-13 07:00:00,1011,1008,1006
2021-03-13 08:00:00,1629,1466,1442
2021-03-13 09:00:00,8907,3321,3193
2021-03-13 10:00:00,10787,3804,3688
2021-03-13 11:00:00,10361,3696,3527
2021-03-13 12:00:00,9394,3073,3005
2021-03-13 13:00:00,10363,3330,3225
2021-03-13 14:00:00,10305,3689,3586
2021-03-13 15:00:00,10058,3834,3727
2021-03-13 16:00:00,10726,4178,4057
2021-03-13 17:00:00,9441,3762,3671
2021-03-13 18:00:00,9015,3469,3396
2021-03-13 19:00:00,8591,3357,3305
2021-03-13 20:00:00,9025,3545,3496
2021-03-13 21:00:00,8487,3514,3465
2021-03-13 22:00:00,6435,2943,2889
2021-03-13 23:00:00,4168,2039,2012
2021-03-14 00:00:00,1236,924,908
2021-03-14 01:00:00,444,441,433
2021-03-14 02:00:00,237,231,229
2021-03-14 03:00:00,166,164,164
2021-03-14 04:00:00,103,103,102
2021-03-14 05:00:00,166,166,165
2021-03-14 06:00:00,391,391,391
2021-03-14 07:00:00,982,980,978
2021-03-14 08:00:00,1793,1497,1448
2021-03-14 09:00:00,7988,2974,2873
2021-03-14 10:00:00,10229,3462,3396
2021-03-14 11:00:00,10616,3415,3320
2021-03-14 12:00:00,8629,2964,2892
2021-03-14 13:00:00,10518,3300,3150
2021-03-14 14:00:00,10429,3569,3441
2021-03-14 15:00:00,10231,4139,4039
2021-03-14 16:00:00,10680,4089,3976
2021-03-14 17:00:00,9954,3736,3636
2021-03-14 18:00:00,9361,3646,3570
2021-03-14 19:00:00,8978,3379,3306
2021-03-14 20:00:00,9485,3612,3566
2021-03-14 21:00:00,8457,3486,3435
2021-03-14 22:00:00,6343,2821,2779
2021-03-14 23:00:00,3645,1734,1701
2021-03-15 00:00:00,1041,836,833
2021-03-15 01:00:00,356,349,344
2021-03-15 02:00:00,195,192,192
2021-03-15 03:00:00,138,136,133
2021-03-15 04:00:00,84,84,84
2021-03-15 05:00:00,170,170,170
2021-03-15 06:00:00,518,518,518
2021-03-15 07:00:00,995,995,994
2021-03-15 08:00:00,1718,1367,1339
2021-03-15 09:00:00,9426,3197,3063
2021-03-15 10:00:00,11518,3765,3621
2021-03-15 11:00:00,11004,3987,3865
2021-03-15 12:00:00,9250,3229,3148
2021-03-15 13:00:00,10204,3100,2987
2021-03-15 14:00:00,10663,3602,3440
2021-03-15 15:00:00,10135,3855,3664
2021-03-15 16:00:00,10331,4196,4021
2021-03-15 17:00:00,9546,3837,3702
2021-03-15 18:00:00,10019,4103,3976
2021-03-15 19:00:00,9691,3951,3820
2021-03-15 20:00:00,10253,4063,3926
2021-03-15 21:00:00,9228,3981,3899
2021-03-15 22:00:00,6407,2940,2903
2021-03-15 23:00:00,4086,1949,1925
2021-03-16 00:00:00,945,742,739
2021-03-16 01:00:00,376,375,373
2021-03-16 02:00:00,238,236,235
2021-03-16 03:00:00,175,173,173
2021-03-16 04:00:00,137,137,136
2021-03-16 05:00:00,191,191,191
2021-03-16 06:00:00,556,555,554
2021-03-16 07:00:00,1002,999,999
2021-03-16 08:00:00,1880,1603,1566
2021-03-16 09:00:00,10112,3424,3275
2021-03-16 10:00:00,12410,4279,4149
2021-03-16 11:00:00,12011,4258,4036
2021-03-16 12:00:00,9977,3659,3580
2021-03-16 13:00:00,11095,3684,3561
2021-03-16 14:00:00,11570,3970,3837
2021-03-16 15:00:00,11260,4512,4342
2021-03-16 16:00:00,11497,4628,4466
2021-03-16 17:00:00,10833,4383,4213
2021-03-16 18:00:00,10668,4330,4232
2021-03-16 19:00:00,10519,4100,4035
2021-03-16 20:00:00,10274,4328,4268
2021-03-16 21:00:00,9741,4110,4059
2021-03-16 22:00:00,7587,3378,3347
2021-03-16 23:00:00,4832,2201,2180
2021-03-17 00:00:00,1410,1031,1024
2021-03-17 01:00:00,414,412,408
2021-03-17 02:00:00,225,223,222
2021-03-17 03:00:00,202,200,200
2021-03-17 04:00:00,144,144,144
2021-03-17 05:00:00,193,193,193
2021-03-17 06:00:00,665,665,665
2021-03-17 07:00:00,1225,1220,1219
2021-03-17 08:00:00,2289,1924,1900
2021-03-17 09:00:00,10235,3755,3633
2021-03-17 10:00:00,16377,4281,4163
2021-03-17 11:00:00,11286,3864,3761
2021-03-17 12:00:00,9339,3493,3428
2021-03-17 13:00:00,10828,3464,3342
2021-03-17 14:00:00,12002,4747,4584
2021-03-17 15:00:00,10611,4086,3954
2021-03-17 16:00:00,11711,4853,4740
2021-03-17 17:00:00,10621,4347,4236
2021-03-17 18:00:00,10245,4013,3942
2021-03-17 19:00:00,10306,4076,3986
2021-03-17 20:00:00,10184,4198,4134
2021-03-17 21:00:00,8923,3988,3944
2021-03-17 22:00:00,6624,3142,3103
2021-03-17 23:00:00,4224,1997,1974
2021-03-18 00:00:00,1277,1000,987
2021-03-18 01:00:00,377,375,372
2021-03-18 02:00:00,202,199,198
2021-03-18 03:00:00,142,141,140
2021-03-18 04:00:00,147,147,146
2021-03-18 05:00:00,198,197,197
2021-03-18 06:00:00,663,663,662
2021-03-18 07:00:00,1192,1190,1189
2021-03-18 08:00:00,1848,1733,1708
2021-03-18 09:00:00,10080,3618,3511
2021-03-18 10:00:00,12469,4222,4090
2021-03-18 11:00:00,11177,3779,3646
2021-03-18 12:00:00,9163,3396,3318
2021-03-18 13:00:00,10423,3556,3442
2021-03-18 14:00:00,10658,3884,3754
2021-03-18 15:00:00,11138,4493,4353
2021-03-18 16:00:00,10773,4194,4075
2021-03-18 17:00:00,9407,3741,3637
2021-03-18 18:00:00,10640,3868,3766
2021-03-18 19:00:00,9919,3743,3671
2021-03-18 20:00:00,9730,3710,3633
2021-03-18 21:00:00,8764,3484,3403
2021-03-18 22:00:00,6065,2788,2737
2021-03-18 23:00:00,3893,1753,1721
2021-03-19 00:00:00,1206,880,869
2021-03-19 01:00:00,366,361,359
2021-03-19 02:00:00,182,180,175
2021-03-19 03:00:00,153,152,152
2021-03-19 04:00:00,136,136,136
2021-03-19 05:00:00,213,213,213
2021-03-19 06:00:00,659,659,658
2021-03-19 07:00:00,1181,1180,1178
2021-03-19 08:00:00,1931,1744,1724
2021-03-19 09:00:00,9742,3657,3506
2021-03-19 10:00:00,11613,4016,3881
2021-03-19 11:00:00,11311,4076,3984
2021-03-19 12:00:00,9225,3256,3188
2021-03-19 13:00:00,9951,3211,3103
2021-03-19 14:00:00,9912,3341,3187
2021-03-19 15:00:00,10125,3850,3671
2021-03-19 16:00:00,9910,3723,3585
2021-03-19 17:00:00,9288,3758,3645
2021-03-19 18:00:00,9626,3545,3445
2021-03-19 19:00:00,8960,3430,3318
2021-03-19 20:00:00,9004,3445,3361
2021-03-19 21:00:00,8137,3186,3140
2021-03-19 22:00:00,6266,2444,2407
2021-03-19 23:00:00,3560,1652,1621
2021-03-20 00:00:00,1240,914,907
2021-03-20 01:00:00,391,387,384
2021-03-20 02:00:00,195,195,194
2021-03-20 03:00:00,134,134,129
2021-03-20 04:00:00,88,88,85
2021-03-20 05:00:00,167,164,162
2021-03-20 06:00:00,511,505,505
2021-03-20 07:00:00,1087,1073,1072
2021-03-20 08:00:00,1718,1598,1576
2021-03-20 09:00:00,8572,3281,3155
2021-03-20 10:00:00,10979,3586,3454
2021-03-20 11:00:00,10439,3344,3243
2021-03-20 12:00:00,8250,2893,2822
2021-03-20 13:00:00,9930,3412,3314
2021-03-20 14:00:00,10539,3326,3211
2021-03-20 15:00:00,9897,3599,3496
2021-03-20 16:00:00,9862,3599,3486
2021-03-20 17:00:00,9462,3499,3385
2021-03-20 18:00:00,9349,3368,3321
2021-03-20 19:00:00,9137,3339,3282
2021-03-20 20:00:00,8572,3306,3248
2021-03-20 21:00:00,8056,3038,2993
2021-03-20 22:00:00,6247,2593,2557
2021-03-20 23:00:00,3871,1740,1714
2021-03-21 00:00:00,1232,888,881
2021-03-21 01:00:00,401,397,395
2021-03-21 02:00:00,209,203,200
2021-03-21 03:00:00,182,177,176
2021-03-21 04:00:00,135,134,134
2021-03-21 05:00:00,142,142,142
2021-03-21 06:00:00,437,433,433
2021-03-21 07:00:00,999,983,983
2021-03-21 08:00:00,1679,1598,1579
2021-03-21 09:00:00,8963,3301,3188
2021-03-21 10:00:00,10952,3706,3613
2021-03-21 11:00:00,10982,4008,3834
2021-03-21 12:00:00,9479,3153,3107
2021-03-21 13:00:00,9586,2964,2869
2021-03-21 14:00:00,9687,3304,3190
2021-03-21 15:00:00,9837,3523,3379
2021-03-21 16:00:00,10069,3764,3638
2021-03-21 17:00:00,9715,3856,3748
2021-03-21 18:00:00,9832,3654,3569
2021-03-21 19:00:00,9266,3516,3447
2021-03-21 20:00:00,9571,3462,3415
2021-03-21 21:00:00,8197,3165,3120
2021-03-21 22:00:00,6190,2490,2459
2021-03-21 23:00:00,3563,1528,1507
2021-03-22 00:00:00,1006,749,743
2021-03-22 01:00:00,394,386,384
2021-03-22 02:00:00,257,251,250
2021-03-22 03:00:00,116,116,115
2021-03-22 04:00:00,157,157,156
2021-03-22 05:00:00,142,138,138
2021-03-22 06:00:00,558,556,555
2021-03-22 07:00:00,964,944,944
2021-03-22 08:00:00,1676,1523,1482
2021-03-22 09:00:00,9760,3309,3147
2021-03-22 10:00:00,11818,3659,3462
2021-03-22 11:00:00,10043,3329,3186
2021-03-22 12:00:00,9509,3034,2953
2021-03-22 13:00:00,10791,3769,3666
2021-03-22 14:00:00,10024,3304,3154
2021-03-22 15:00:00,9871,3705,3551
2021-03-22 16:00:00,9799,3577,3402
2021-03-22 17:00:00,10056,4197,4051
2021-03-22 18:00:00,10665,4228,4072
2021-03-22 19:00:00,9786,3911,3771
2021-03-22 20:00:00,9536,3798,3690
2021-03-22 21:00:00,9120,3528,3460
2021-03-22 22:00:00,6307,2639,2588
2021-03-22 23:00:00,3525,1608,1566
2021-03-23 00:00:00,1008,696,677
2021-03-23 01:00:00,271,271,251
2021-03-23 02:00:00,151,151,147
2021-03-23 03:00:00,109,109,100
2021-03-23 04:00:00,72,70,70
2021-03-23 05:00:00,177,176,175
2021-03-23 06:00:00,595,593,590
2021-03-23 07:00:00,955,946,941
2021-03-23 08:00:00,1684,1413,1386
2021-03-23 09:00:00,9596,3625,3485
2021-03-23 10:00:00,11125,3719,3549
2021-03-23 11:00:00,10052,3046,2848
2021-03-23 12:00:00,9045,2945,2890
2021-03-23 13:00:00,9512,2949,2816
2021-03-23 14:00:00,10118,3389,3276
2021-03-23 15:00:00,10841,3682,3531
2021-03-23 16:00:00,10147,3725,3599
2021-03-23 17:00:00,9749,4157,4035
2021-03-23 18:00:00,10536,4063,3965
2021-03-23 19:00:00,10021,3564,3479
2021-03-23 20:00:00,9666,3469,3403
2021-03-23 21:00:00,8800,3218,3165
2021-03-23 22:00:00,6417,2465,2421
2021-03-23 23:00:00,3763,1572,1539
2021-03-24 00:00:00,1238,804,795
2021-03-24 01:00:00,382,359,352
2021-03-24 02:00:00,252,246,242
2021-03-24 03:00:00,120,118,116
2021-03-24 04:00:00,107,107,107
2021-03-24 05:00:00,182,182,181
2021-03-24 06:00:00,548,542,540
2021-03-24 07:00:00,1043,1028,1025
2021-03-24 08:00:00,1718,1529,1501
2021-03-24 09:00:00,9207,3090,2970
2021-03-24 10:00:00,11126,3552,3433
2021-03-24 11:00:00,10582,3282,3169
2021-03-24 12:00:00,9093,3039,2975
2021-03-24 13:00:00,9459,2809,2697
2021-03-24 14:00:00,10229,3208,3071
2021-03-24 15:00:00,10180,3420,3277
2021-03-24 16:00:00,10139,3552,3401
2021-03-24 17:00:00,9362,3485,3356
2021-03-24 18:00:00,10076,3464,3369
2021-03-24 19:00:00,9301,3229,3181
2021-03-24 20:00:00,10030,3532,3441
2021-03-24 21:00:00,9374,3352,3276
2021-03-24 22:00:00,6043,2471,2425
2021-03-24 23:00:00,4054,1727,1694
2021-03-25 00:00:00,1448,868,862
2021-03-25 01:00:00,343,335,334
2021-03-25 02:00:00,174,165,161
2021-03-25 03:00:00,163,155,154
2021-03-25 04:00:00,136,136,136
2021-03-25 05:00:00,221,220,219
2021-03-25 06:00:00,634,633,633
2021-03-25 07:00:00,1107,1089,1083
