date,type_a,type_b,sales_cnt
2020-01-18,18432,133930,152362
2020-01-19,18688,122269,140957
2020-01-20,17344,108651,125995
2020-01-21,15941,93944,109885
2020-01-22,12735,72023,84758
2020-01-23,9437,54009,63446
2020-01-24,3694,21524,25218
2020-01-25,2254,19157,21411
2020-01-26,3409,24937,28346
2020-01-27,4265,30999,35264
2020-01-28,4818,32372,37190
2020-01-29,6533,40230,46763
2020-01-30,5805,40698,46503
2020-01-31,6309,45498,51807
2020-02-01,6265,44040,50305
2020-02-02,6501,43701,50202
2020-02-03,7588,43346,50934
2020-02-04,7325,42359,49684
2020-02-05,6878,40318,47196
2020-02-06,6499,39422,45921
2020-02-07,6131,39125,45256
2020-02-08,5503,37749,43252
2020-02-09,6021,43311,49332
2020-02-10,7931,48762,56693
2020-02-11,8366,51987,60353
2020-02-12,8544,53783,62327
2020-02-13,8864,56883,65747
2020-02-14,9063,56982,66045
2020-02-15,9377,59928,69305
2020-02-16,9521,61577,71098
2020-02-17,12377,86121,98498
2020-02-18,13667,106198,119865
2020-02-19,15245,115470,130715
2020-02-20,14559,100961,115520
2020-02-21,14149,95867,110016
2020-02-22,14167,92442,106609
2020-02-23,14705,94254,108959
2020-02-24,15158,101282,116440
2020-02-25,16206,96306,112512
2020-02-26,16011,94538,110549
2020-02-27,16189,101252,117441
2020-02-28,16116,101985,118101
2020-02-29,14867,94339,109206
2020-03-01,14960,97527,112487
2020-03-02,15776,94641,110417
2020-03-03,15108,92146,107254
2020-03-04,14714,90647,105361
2020-03-05,14570,91896,106466
2020-03-06,14222,92061,106283
2020-03-07,14904,106949,121853
2020-03-08,17319,144486,161805
2020-03-09,16555,105085,121640
2020-03-10,15431,102336,117767
2020-03-11,15465,103827,119292
2020-03-12,15692,103733,119425
2020-03-13,15902,103697,119599
2020-03-14,14352,94358,108710
2020-03-15,13939,95851,109790
2020-03-16,15324,101681,117005
2020-03-17,14859,100383,115242
2020-03-18,14551,101012,115563
2020-03-19,14722,102122,116844
2020-03-20,14048,99713,113761
2020-03-21,13119,97169,110288
2020-03-22,12867,98186,111053
2020-03-23,14221,105647,119868
2020-03-24,14034,100064,114098
2020-03-25,13734,97005,110739
2020-03-26,13618,96377,109995
2020-03-27,12591,87277,99868
2020-03-28,11558,83099,94657
2020-03-29,11211,80247,91458
2020-03-30,12347,80020,92367
2020-03-31,12013,76845,88858
2020-04-01,11805,77632,89437
2020-04-02,11451,75404,86855
2020-04-03,10930,71774,82704
2020-04-04,9813,75238,85051
2020-04-05,9662,71173,80835
2020-04-06,10408,74144,84552
2020-04-07,12137,81090,93227
2020-04-08,11648,78313,89961
2020-04-09,11082,76632,87714
2020-04-10,10907,74409,85316
2020-04-11,10299,73845,84144
2020-04-12,10114,74464,84578
2020-04-13,11181,78662,89843
2020-04-14,11049,77351,88400
2020-04-15,10975,78990,89965
2020-04-16,11799,81837,93636
2020-04-17,11035,78989,90024
2020-04-18,9880,77625,87505
2020-04-19,9870,80337,90207
2020-04-20,11608,84474,96082
2020-04-21,11202,80553,91755
2020-04-22,10892,79614,90506
2020-04-23,10658,77867,88525
2020-04-24,10417,77432,87849
2020-04-25,10697,76982,87679
2020-04-26,11602,81829,93431
2020-04-27,11618,82499,94117
2020-04-28,12452,85488,97940
2020-04-29,12536,85309,97845
2020-04-30,12031,81035,93066
2020-05-01,11170,85394,96564
2020-05-02,11564,88290,99854
2020-05-03,12009,92027,104036
2020-05-04,13263,98275,111538
2020-05-05,14359,104049,118408
2020-05-06,15514,105793,121307
2020-05-07,14952,102526,117478
2020-05-08,15070,97601,112671
2020-05-09,13973,95235,109208
2020-05-10,13799,88312,102111
2020-05-11,14693,88466,103159
2020-05-12,14873,84696,99569
2020-05-13,14254,82481,96735
2020-05-14,13563,81099,94662
2020-05-15,13163,79069,92232
2020-05-16,12860,79534,92394
2020-05-17,12744,82237,94981
2020-05-18,14342,87648,101990
2020-05-19,15180,91328,106508
2020-05-20,14810,89667,104477
2020-05-21,14979,93078,108057
2020-05-22,14723,86526,101249
2020-05-23,13452,83157,96609
2020-05-24,13495,83956,97451
2020-05-25,14630,85187,99817
2020-05-26,13854,79627,93481
2020-05-27,14390,79127,93517
2020-05-28,13610,79436,93046
2020-05-29,12669,73991,86660
2020-05-30,11790,72240,84030
2020-05-31,12353,73861,86214
2020-06-01,22476,236698,259174
2020-06-02,19854,170751,190605
2020-06-03,18349,142701,161050
2020-06-04,18727,131188,149915
2020-06-05,18045,127343,145388
2020-06-06,17203,120889,138092
2020-06-07,16248,116352,132600
2020-06-08,18896,130143,149039
2020-06-09,18024,117021,135045
2020-06-10,17634,114167,131801
2020-06-11,17796,117231,135027
2020-06-12,17384,111191,128575
2020-06-13,16852,102892,119744
2020-06-14,14701,102576,117277
2020-06-15,17654,113190,130844
2020-06-16,19960,124145,144105
2020-06-17,17882,115143,133025
2020-06-18,18899,128542,147441
2020-06-19,18784,121363,140147
2020-06-20,17037,116929,133966
2020-06-21,17069,114209,131278
2020-06-22,18398,115429,133827
2020-06-23,16445,95425,111870
2020-06-24,15498,91806,107304
2020-06-25,12018,80253,92271
2020-06-26,12690,83955,96645
2020-06-27,12734,86432,99166
2020-06-28,13596,91202,104798
2020-06-29,13478,85393,98871
2020-06-30,12701,83375,96076
2020-07-01,12951,79846,92797
2020-07-02,12808,77409,90217
2020-07-03,12125,74485,86610
2020-07-04,11761,72254,84015
2020-07-05,11059,72069,83128
2020-07-06,12277,75189,87466
2020-07-07,11871,72583,84454
2020-07-08,11508,69621,81129
2020-07-09,11131,68951,80082
2020-07-10,11253,67373,78626
2020-07-11,10735,66343,77078
2020-07-12,10267,68786,79053
2020-07-13,11336,70088,81424
2020-07-14,10991,70816,81807
2020-07-15,10906,70941,81847
2020-07-16,11175,69624,80799
2020-07-17,10916,66965,77881
2020-07-18,10337,66101,76438
2020-07-19,10176,67867,78043
2020-07-20,11627,72389,84016
2020-07-21,11215,73268,84483
2020-07-22,11050,73010,84060
2020-07-23,11061,73770,84831
2020-07-24,10511,72404,82915
2020-07-25,9731,67156,76887
2020-07-26,9830,70197,80027
2020-07-27,10874,72434,83308
2020-07-28,10766,71893,82659
2020-07-29,10848,72180,83028
2020-07-30,10588,70282,80870
2020-07-31,10263,69290,79553
2020-08-01,9974,70408,80382
2020-08-02,9894,69322,79216
2020-08-03,10693,73688,84381
2020-08-04,10417,72156,82573
2020-08-05,10532,74390,84922
2020-08-06,10190,74351,84541
2020-08-07,9721,72985,82706
2020-08-08,10933,97785,108718
2020-08-09,11446,95474,106920
2020-08-10,11620,88239,99859
2020-08-11,11611,87316,98927
2020-08-12,11235,89642,100877
2020-08-13,11173,86039,97212
2020-08-14,10533,79485,90018
2020-08-15,10202,78807,89009
2020-08-16,9928,75148,85076
2020-08-17,11163,77454,88617
2020-08-18,11984,90028,102012
2020-08-19,14125,106967,121092
2020-08-20,13088,95947,109035
2020-08-21,12356,94737,107093
2020-08-22,12592,95554,108146
2020-08-23,11732,97814,109546
2020-08-24,12489,101770,114259
2020-08-25,11011,92173,103184
2020-08-26,11741,92326,104067
2020-08-27,11468,87321,98789
2020-08-28,11706,81990,93696
2020-08-29,11265,79324,90589
2020-08-30,10804,78687,89491
2020-08-31,11864,80098,91962
2020-09-01,12212,78206,90418
2020-09-02,12056,82264,94320
2020-09-03,11726,81583,93309
2020-09-04,11724,79725,91449
2020-09-05,12473,86481,98954
2020-09-06,13880,92771,106651
2020-09-07,16130,90623,106753
2020-09-08,16510,90701,107211
2020-09-09,17517,98222,115739
2020-09-10,16486,87873,104359
2020-09-11,16294,79974,96268
2020-09-12,16412,80692,97104
2020-09-13,17682,84476,102158
2020-09-14,17846,86326,104172
2020-09-15,17516,87006,104522
2020-09-16,17592,89444,107036
2020-09-17,16920,90845,107765
2020-09-18,16682,88162,104844
2020-09-19,17347,92148,109495
2020-09-20,17185,95564,112749
2020-09-21,18699,99510,118209
2020-09-22,17650,95217,112867
2020-09-23,17471,94985,112456
2020-09-24,17911,95729,113640
2020-09-25,18654,91739,110393
2020-09-26,19119,94158,113277
2020-09-27,20999,103377,124376
2020-09-28,21132,99727,120859
2020-09-29,21102,91674,112776
2020-09-30,19486,80745,100231
2020-10-01,13823,78166,91989
2020-10-02,16466,80828,97294
2020-10-03,17620,82741,100361
2020-10-04,17987,85320,103307
2020-10-05,18915,86256,105171
2020-10-06,19454,88766,108220
2020-10-07,20765,91758,112523
2020-10-08,21819,94639,116458
2020-10-09,23456,97621,121077
2020-10-10,21919,93923,115842
2020-10-11,21283,95164,116447
2020-10-12,22769,92446,115215
2020-10-13,21373,89642,111015
2020-10-14,21355,90337,111692
2020-10-15,21032,89325,110357
2020-10-16,20880,84606,105486
2020-10-17,20161,81803,101964
2020-10-18,20393,83096,103489
2020-10-19,21976,86654,108630
2020-10-20,21655,88254,109909
2020-10-21,22482,84941,107423
2020-10-22,21469,89910,111379
2020-10-23,21123,84560,105683
2020-10-24,19442,79076,98518
2020-10-25,19467,77953,97420
2020-10-26,21532,82740,104272
2020-10-27,21304,77475,98779
2020-10-28,20345,77926,98271
2020-10-29,19960,74739,94699
2020-10-30,20961,74441,95402
2020-10-31,22095,92346,114441
2020-11-01,27982,121372,149354
2020-11-02,27221,127167,154388
2020-11-03,24647,112200,136847
2020-11-04,24821,108073,132894
2020-11-05,25310,114665,139975
2020-11-06,24871,111174,136045
2020-11-07,24986,106956,131942
2020-11-08,26378,103870,130248
2020-11-09,27212,108044,135256
2020-11-10,32466,141676,174142
2020-11-11,34542,172354,206896
2020-11-12,28456,124601,153057
2020-11-13,27504,122032,149536
2020-11-14,26465,120942,147407
2020-11-15,26623,123242,149865
2020-11-16,29077,120702,149779
2020-11-17,27014,102870,129884
2020-11-18,24307,91746,116053
2020-11-19,21968,83775,105743
2020-11-20,20526,76078,96604
2020-11-21,18869,77413,96282
2020-11-22,18650,79168,97818
2020-11-23,19260,84166,103426
2020-11-24,19760,81804,101564
2020-11-25,19488,91606,111094
2020-11-26,21551,103236,124787
2020-11-27,20343,96684,117027
2020-11-28,19700,90811,110511
2020-11-29,19122,88419,107541
2020-11-30,19866,89412,109278
2020-12-01,23675,120347,144022
2020-12-02,22645,108114,130759
2020-12-03,22029,107396,129425
2020-12-04,21309,101669,122978
2020-12-05,22770,102314,125084
2020-12-06,22252,119015,141267
2020-12-07,36426,280237,316663
2020-12-08,35213,201561,236774
2020-12-09,28922,155520,184442
2020-12-10,30362,159777,190139
2020-12-11,29088,157112,186200
2020-12-12,28947,157527,186474
2020-12-13,27501,153124,180625
2020-12-14,29020,154644,183664
2020-12-15,26897,140729,167626
2020-12-16,27389,138678,166067
2020-12-17,25403,129482,154885
2020-12-18,24029,110144,134173
2020-12-19,22258,101976,124234
2020-12-20,21500,100200,121700
2020-12-21,21623,100168,121791
2020-12-22,21037,99573,120610
2020-12-23,21209,93368,114577
2020-12-24,19898,86629,106527
2020-12-25,18673,81055,99728
2020-12-26,18363,80341,98704
2020-12-27,17073,77986,95059
2020-12-28,19198,79986,99184
2020-12-29,17723,76045,93768
2020-12-30,16557,73017,89574
2020-12-31,16463,66812,83275
2021-01-01,13993,65943,79936
2021-01-02,16028,72295,88323
2021-01-03,17033,72903,89936
2021-01-04,18108,76020,94128
2021-01-05,17444,73399,90843
2021-01-06,17886,76723,94609
2021-01-07,17325,78123,95448
2021-01-08,17036,75736,92772
2021-01-09,17060,76796,93856
2021-01-10,17531,79681,97212
2021-01-11,18271,84264,102535
2021-01-12,18922,82029,100951
2021-01-13,18756,81575,100331
2021-01-14,18402,79904,98306
2021-01-15,18210,77959,96169
2021-01-16,18062,82079,100141
2021-01-17,18321,80010,98331
2021-01-18,19106,80989,100095
2021-01-19,18558,80167,98725
2021-01-20,18603,80748,99351
2021-01-21,18817,76833,95650
2021-01-22,17716,73101,90817
2021-01-23,17011,74387,91398
2021-01-24,16649,72816,89465
2021-01-25,17539,72128,89667
2021-01-26,16803,71782,88585
2021-01-27,16441,70351,86792
2021-01-28,16539,69191,85730
2021-01-29,16120,69983,86103
2021-01-30,16438,70155,86593
2021-01-31,16027,69100,85127
2021-02-01,16555,72870,89425
2021-02-02,16235,72123,88358
2021-02-03,16471,73406,89877
2021-02-04,16219,73173,89392
2021-02-05,16663,71031,87694
2021-02-06,15647,67966,83613
2021-02-07,15363,67550,82913
2021-02-08,15468,63796,79264
2021-02-09,13584,52308,65892
2021-02-10,11570,43058,54628
2021-02-11,4708,17239,21947
2021-02-12,4484,30103,34587
2021-02-13,5703,38375,44078
2021-02-14,6272,38304,44576
2021-02-15,7941,42088,50029
2021-02-16,8171,43845,52016
2021-02-17,9487,47825,57312
2021-02-18,12783,54972,67755
2021-02-19,13599,56231,69830
2021-02-20,13393,56836,70229
2021-02-21,13411,55970,69381
2021-02-22,14178,60231,74409
2021-02-23,13989,59980,73969
2021-02-24,14139,58600,72739
2021-02-25,13639,56908,70547
2021-02-26,11726,49731,61457
2021-02-27,12598,58044,70642
2021-02-28,12553,60028,72581
2021-03-01,13611,54310,67921
2021-03-02,13519,54810,68329
2021-03-03,18964,105044,124008
2021-03-04,19080,89311,108391
2021-03-05,16957,78570,95527
2021-03-06,15884,74599,90483
2021-03-07,14905,75054,89959
2021-03-08,15737,77014,92751
2021-03-09,16526,74688,91214
2021-03-10,15122,66927,82049
2021-03-11,14632,65153,79785
2021-03-12,14783,60617,75400
2021-03-13,13574,58167,71741
2021-03-14,13382,57296,70678
2021-03-15,15003,60059,75062
2021-03-16,14393,67452,81845
2021-03-17,14069,62373,76442
2021-03-18,14086,60823,74909
2021-03-19,13358,58948,72306
2021-03-20,12687,58203,70890
2021-03-21,12759,57485,70244
2021-03-22,14255,58844,73099
2021-03-23,13876,57735,71611
2021-03-24,13646,57568,71214
2021-03-25,12525,60489,73014
2021-03-26,11541,59855,71396
2021-03-27,11023,57112,68135
2021-03-28,10513,57377,67890
2021-03-29,11952,59231,71183
2021-03-30,11717,58259,69976
2021-03-31,11656,57822,69478
2021-04-01,12264,57315,69579
2021-04-02,11010,52721,63731
2021-04-03,9797,49340,59137
2021-04-04,8960,47444,56404
2021-04-05,10828,52422,63250
2021-04-06,11613,54082,65695
2021-04-07,11490,51567,63057
2021-04-08,11099,50512,61611
2021-04-09,10681,49219,59900
2021-04-10,11808,46610,58418
2021-04-11,11893,48359,60252
2021-04-12,13172,49994,63166
2021-04-13,12726,48192,60918
2021-04-14,12679,48337,61016
2021-04-15,12969,54700,67669
2021-04-16,24770,138263,163033
2021-04-17,23913,101532,125445
2021-04-18,17753,76679,94432
2021-04-19,19630,89573,109203
2021-04-20,19833,87879,107712
2021-04-21,18465,80386,98851
2021-04-22,17623,76566,94189
2021-04-23,16553,72762,89315
2021-04-24,15482,71186,86668
2021-04-25,15967,71656,87623
2021-04-26,16410,69374,85784
2021-04-27,15852,65550,81402
2021-04-28,15185,62763,77948
2021-04-29,15116,58606,73722
2021-04-30,14277,52377,66654
2021-05-01,13472,59773,73245
2021-05-02,12301,52841,65142
2021-05-03,12541,52457,64998
2021-05-04,12988,55915,68903
2021-05-05,14779,61042,75821
2021-05-06,16518,65808,82326
2021-05-07,15735,63598,79333
2021-05-08,14774,64399,79173
2021-05-09,13735,62493,76228
2021-05-10,14316,64029,78345
2021-05-11,14000,63025,77025
2021-05-12,13361,62376,75737
2021-05-13,13061,61597,74658
2021-05-14,12817,59789,72606
2021-05-15,12215,58019,70234
2021-05-16,12244,60017,72261
2021-05-17,12877,64314,77191
2021-05-18,14971,82470,97441
2021-05-19,14684,78065,92749
2021-05-20,13881,72327,86208
2021-05-21,13583,66500,80083
2021-05-22,12616,62716,75332
2021-05-23,12707,62820,75527
2021-05-24,13753,66071,79824
2021-05-25,12660,70695,83355
2021-05-26,11858,70322,82180
2021-05-27,12118,68092,80210
2021-05-28,10756,62957,73713
2021-05-29,10160,60008,70168
2021-05-30,10095,60016,70111
2021-05-31,10806,58979,69785
2021-06-01,17614,110208,127822
2021-06-02,20160,121060,141220
2021-06-03,15496,89421,104917
2021-06-04,13050,81165,94215
2021-06-05,10695,73416,84111
2021-06-06,9974,71798,81772
2021-06-07,10533,69866,80399
2021-06-08,9587,66670,76257
2021-06-09,9253,66654,75907
2021-06-10,9094,65711,74805
2021-06-11,8794,61929,70723
2021-06-12,8109,57560,65669
2021-06-13,7658,55195,62853
2021-06-14,7222,54617,61839
2021-06-15,10404,77569,87973
2021-06-16,12659,88577,101236
2021-06-17,11574,81850,93424
2021-06-18,12505,84538,97043
2021-06-19,12761,75115,87876
2021-06-20,12575,79889,92464
2021-06-21,13283,81528,94811
2021-06-22,12368,73351,85719
2021-06-23,11478,68542,80020
2021-06-24,11626,67877,79503
2021-06-25,11301,61797,73098
2021-06-26,10403,60398,70801
2021-06-27,10150,61028,71178
2021-06-28,10518,60711,71229
2021-06-29,9452,56535,65987
2021-06-30,9562,56671,66233
2021-07-01,9062,55013,64075
2021-07-02,9254,53188,62442
2021-07-03,8735,53539,62274
2021-07-04,8416,52394,60810
2021-07-05,9384,55369,64753
2021-07-06,9338,53509,62847
2021-07-07,9139,52477,61616
2021-07-08,9066,51920,60986
2021-07-09,8710,51038,59748
2021-07-10,10094,71425,81519
2021-07-11,9603,64101,73704
2021-07-12,10700,64352,75052
2021-07-13,9854,63506,73360
2021-07-14,9486,60869,70355
2021-07-15,9465,58275,67740
2021-07-16,8890,53835,62725
2021-07-17,8632,53320,61952
2021-07-18,8561,52054,60615
2021-07-19,9238,55850,65088
2021-07-20,9002,53378,62380
2021-07-21,9053,54583,63636
2021-07-22,9422,55402,64824
2021-07-23,8562,53391,61953
2021-07-24,8386,52756,61142
2021-07-25,8770,53989,62759
2021-07-26,9522,59449,68971
2021-07-27,8855,54700,63555
2021-07-28,8779,53430,62209
2021-07-29,8645,50696,59341
2021-07-30,8509,48483,56992
2021-07-31,7956,46183,54139
2021-08-01,7929,48939,56868
2021-08-02,8671,50038,58709
2021-08-03,8607,48309,56916
2021-08-04,8261,48838,57099
2021-08-05,8120,50305,58425
2021-08-06,8162,48802,56964
2021-08-07,7709,48645,56354
2021-08-08,8491,61725,70216
2021-08-09,9328,68145,77473
2021-08-10,9261,64786,74047
2021-08-11,8976,67875,76851
2021-08-12,8850,67164,76014
2021-08-13,8731,65603,74334
2021-08-14,7862,64103,71965
2021-08-15,8007,67322,75329
2021-08-16,9031,72803,81834
2021-08-17,8059,78130,86189
2021-08-18,8020,77873,85893
2021-08-19,7445,80100,87545
2021-08-20,7562,83404,90966
2021-08-21,9877,126816,136693
2021-08-22,9268,118331,127599
2021-08-23,9598,109579,119177
2021-08-24,9239,104107,113346
2021-08-25,8397,108334,116731
2021-08-26,8406,105091,113497
2021-08-27,8185,102698,110883
2021-08-28,7756,100674,108430
2021-08-29,8211,101102,109313
2021-08-30,9066,102594,111660
2021-08-31,8090,97676,105766
2021-09-01,7836,100439,108275
2021-09-02,8067,96837,104904
2021-09-03,7886,92330,100216
2021-09-04,7808,95366,103174
2021-09-05,7941,106711,114652
2021-09-06,8465,100995,109460
2021-09-07,8121,98513,106634
2021-09-08,8039,96483,104522
2021-09-09,8234,101689,109923
2021-09-10,7825,93044,100869
2021-09-11,8461,107687,116148
2021-09-12,8159,106152,114311
2021-09-13,8881,114413,123294
